latitude,longitude,landcover_type,elevation
7.44181,-0.60288,30,170.84327648618034
7.47333,-0.81962,50,544.35522192232
7.43825,-0.60347,50,699.7347767342458
7.48516,-0.91488,60,189.87633918801254
7.43403,-0.60001,20,884.2075317392055
7.41292,-0.58271,10,340.7202529993132
8.57462,-8.12596,20,367.14985872551057
7.40579,-0.58391,20,757.5719306703925
7.58057,-1.67907,20,382.74828922954845
7.40223,-0.58451,10,908.2416811054934
7.37377,-0.43376,50,774.8443860143148
7.398,-0.58103,30,349.96646212353846
7.39443,-0.58163,10,957.7257878747462
8.58504,-8.34169,50,987.1555956299137
8.55209,-8.11166,30,303.7710245573125
7.3873,-0.58283,20,433.660061740275
8.58871,-8.39658,20,725.483448882274
8.54809,-8.11227,50,130.1141563789674
7.38374,-0.58343,20,695.3109534267386
7.12823,0.94787,50,440.09491648755005
8.55813,-8.21119,30,353.1746022894214
7.38418,-0.60826,10,362.0543635257214
7.38351,-0.60421,10,311.56057512115785
7.37728,-0.58866,40,602.8802221945878
7.37505,-0.59731,50,601.1477023946536
7.30616,-0.18252,20,368.44925681235344
7.37149,-0.59791,10,657.7209761466496
7.3686,-0.60256,10,123.20038504685371
7.36793,-0.59851,60,452.8094055961648
8.56015,-8.37134,60,230.15022003076442
8.56886,-8.52296,50,566.7440309443
8.56834,-8.51924,20,273.28394091140774
8.56783,-8.51555,60,648.9618422934465
8.54741,-8.36951,50,993.2987101322708
8.57007,-8.51807,60,638.5526528970037
8.57061,-8.52177,10,546.6457937657782
8.56953,-8.51439,30,775.2083712908087
8.54858,-8.3722,30,566.1876250400894
8.56649,-8.52234,20,684.9654589656415
7.98586,-4.70704,50,208.08341153176042
8.55058,-8.52847,50,946.1563640059244
8.58973,-8.8275,10,482.1310433590987
8.52323,-8.39806,10,181.39688490516622
8.51045,-8.39614,60,969.0654610384605
8.50993,-8.39254,30,449.89809016160535
8.60558,-9.08883,10,756.1463074671933
8.50533,-8.38954,30,952.1845733197507
8.60133,-9.08959,50,700.0235057295005
8.50598,-8.42291,20,425.6676271812709
9.20474,-1.62494,40,924.6989757093818
8.90341,0.2363,10,948.4322292485606
8.90413,0.23199,50,899.7234765427607
8.96994,-0.8048,40,721.8924426035528
9.114,-1.04397,20,224.3438154500726
9.04655,-0.60928,10,499.28443511858325
9.07453,-0.78031,50,591.470356828044
9.07516,-0.78417,60,716.9549450885895
9.07396,-1.46622,40,622.4940276232355
9.07579,-0.78803,10,218.5587677929845
9.0494,-0.60475,40,332.48834665761547
9.66887,-4.48281,50,282.0928080489666
9.16295,-1.25881,60,354.31192981615607
9.17971,-1.36243,10,261.8847641503237
9.06882,-0.65767,40,117.78578647549084
8.97057,-0.80865,50,522.6413094885646
8.9712,-0.81251,40,702.8438198158883
8.97278,-0.80036,20,328.0174287487107
8.97341,-0.80422,10,716.7148924141687
8.97404,-0.80808,60,498.568724684615
8.97467,-0.81193,50,521.7197359036155
8.98094,-0.85037,60,749.1972593422496
9.26019,-2.58484,30,851.3780275036
8.97689,-0.80364,60,910.3909727222983
9.26627,-2.58026,40,875.1577018624312
8.71741,0.81704,60,471.68860145213887
8.77333,0.48003,10,252.95938690433115
9.48678,-3.96193,50,814.2830167297611
8.96138,-0.64261,60,938.6905232236261
9.08305,-1.39301,10,345.45422836321154
9.27678,-2.58215,20,205.39731382262232
9.02516,-0.92564,10,413.58905520069857
9.02577,-0.92946,60,562.2868011356691
9.52012,-4.02216,10,618.1450653615653
9.32634,-2.74612,20,617.9162870968095
9.45957,-3.59404,10,404.09013371383213
9.15021,-1.56671,50,343.15208642570974
8.78995,0.64098,40,347.1222003285616
8.98013,-0.49083,40,102.21632887584579
8.98365,-0.49024,20,344.35694780683
10.18067,-8.33996,60,324.87805920845864
8.6882,1.33053,10,771.5124058789334
9.96237,-6.6853,30,444.07370932382247
8.01724,5.20313,40,611.0349456638049
9.07599,-0.94135,40,855.3511378828046
10.39354,-9.73764,60,492.04553261199345
9.05114,-0.76829,50,473.0282096248697
10.39812,-9.73691,10,211.5022866607367
9.05398,-0.76384,10,910.0695385268447
9.19637,-1.63748,40,525.6345192192582
9.36056,-2.66188,50,581.2962596771059
8.83328,0.58858,20,603.5797318948961
8.9545,-0.13883,20,216.86527927637835
8.95518,-0.14293,30,588.220033426102
9.03897,-0.65069,40,875.7960631435153
9.19975,-1.63693,30,481.5669020781432
9.05967,-0.75495,60,261.2694457018689
9.06251,-0.75049,10,210.0338957438691
9.10809,-1.02942,10,524.101984387516
9.20941,-1.65391,10,218.90334098328628
8.9671,-0.80923,60,552.594811804622
9.07337,-1.46256,30,217.87764511798258
9.00448,-1.03828,50,724.6407323860982
8.96647,-0.80538,60,337.3706800622007
8.96584,-0.80152,20,459.36480398660854
8.9652,-0.79766,60,912.2763645693092
9.25023,-2.58645,10,956.0510782715975
9.07057,-1.46678,20,789.6265218249235
10.11625,-8.37598,10,229.5935920437457
9.24692,-2.58699,40,426.45097005981523
9.08671,-1.58798,20,522.9828511719104
9.10151,-1.70099,60,768.0711827262188
9.10092,-1.69737,30,313.54123491245764
9.08333,-1.58854,10,800.5265299928091
9.08274,-1.58489,20,425.07161271324765
8.71125,0.66883,20,935.3719144396119
9.07994,-1.58909,20,825.2238083107334
9.07935,-1.58544,40,107.96884278593917
8.99687,-1.07826,20,241.68387377737898
8.75983,0.35598,10,705.5713993573229
9.21357,-2.46311,40,557.0305574990246
8.58526,1.32107,20,271.3587424801417
10.04541,-8.11101,60,439.72842249752796
8.95601,-0.98009,30,499.41422258249685
8.88238,-0.5346,30,537.8004017804753
8.95568,-0.99963,10,204.81599663300983
8.92321,-0.82436,10,778.1315121676344
8.90049,-0.70879,20,295.35855618899814
9.01586,-1.43051,30,452.4775232084915
8.83971,-0.36553,40,542.95170512417
9.01728,-1.46049,50,526.7246928080197
8.95374,-1.07371,50,995.005168689325
9.0994,-2.02894,30,475.0968526822226
8.94031,-1.05658,30,148.87147371699734
9.09776,-2.02945,10,136.14049099304628
8.94166,-1.05617,20,319.6431223572453
9.09384,-2.02643,30,965.2526817788231
8.94187,-1.07936,10,287.74787294824216
8.93761,-1.05297,30,307.38431620779164
8.93843,-1.07994,60,572.2482727640448
8.93904,-1.08371,10,861.5046516201318
8.93417,-1.05354,20,828.1539495303982
8.84896,-0.52752,40,623.6623024088144
8.93255,-1.06542,40,536.1536449208156
8.93073,-1.0541,10,350.68119347054403
8.93011,-1.05032,50,512.7534365721326
9.06675,-1.94293,30,722.6520367258759
8.98008,-1.42505,30,556.6114027455834
8.9783,-1.414,30,564.1570774841168
8.63492,0.68646,40,253.59145776129918
10.16213,-9.24657,20,828.0121440328244
8.63789,0.64534,20,575.0640073075972
9.33179,-3.70447,30,436.30027509635073
9.33124,-3.70094,50,469.7294174075978
9.32792,-3.70149,60,701.7973192352575
8.59376,0.84086,20,539.4078059105635
9.01371,-1.74142,20,756.8602675360918
9.00206,-1.66911,10,820.861680474581
8.81599,-0.52485,20,809.4457992795817
9.1565,-2.65566,50,981.4437873896015
7.99434,4.26367,30,715.9038254245002
7.99128,4.253,20,820.3340898549311
9.76858,-6.75668,10,509.51459411315193
9.9748,-8.22326,40,470.5663811044193
7.85142,4.84041,40,553.1663985822902
7.26201,8.04363,30,188.41093958051147
8.76671,-0.46765,20,870.1481331575218
8.98553,-1.82367,50,291.9528105836705
8.96597,-1.74561,50,320.0767293235203
8.95648,-3.68788,60,894.6697546022818
8.43188,-0.43337,40,484.10989872241856
8.95316,-3.68841,40,869.9123291361628
8.67424,-1.93231,20,978.6164565818683
8.67366,-1.92871,20,154.08044027134966
7.42905,5.29809,60,711.5175044630208
7.2213,6.43262,50,774.9550770954538
8.96294,-3.7731,10,124.1251128012647
8.94984,-3.68894,60,534.6896804459323
8.96348,-3.77661,50,230.2554726180428
8.6703,-1.92927,50,848.7413241565
8.66797,-1.91487,10,507.58604183491946
8.66447,-1.89327,30,164.47002924433366
8.25594,0.56988,10,643.2800730673288
8.96179,-3.78768,60,630.9983915334649
8.96125,-3.78417,50,173.07302087445055
8.96015,-3.77713,60,674.3549168574159
8.95197,-3.7245,30,669.0718202860224
8.94651,-3.68946,40,827.3052816366421
8.66519,-1.91901,40,304.6692192989207
8.6646,-1.91541,50,160.105352774965
8.66052,-1.89022,40,464.8796838346853
8.94864,-3.72502,50,538.7293734610435
8.66591,-1.94475,60,819.085283350215
8.65716,-1.89076,40,945.3936035601496
8.18433,0.9445,20,592.5147549415409
8.16794,1.04019,50,251.61246887043362
8.95677,-3.79927,40,989.0720068933437
8.94477,-3.72204,20,588.3522170262439
8.65379,-1.89131,10,703.5849462200588
8.95508,-3.81034,50,433.9521563897497
8.95454,-3.80682,20,780.7592161575917
8.95399,-3.80331,50,114.07910507026729
8.95345,-3.79979,20,446.2675866727943
8.94145,-3.72257,40,467.27361546049156
8.66092,-1.95654,50,314.9847801700385
8.65756,-1.95706,50,245.9530179738907
8.95284,-3.81789,20,560.1287152688963
8.9523,-3.81437,60,836.2309813429636
8.95175,-3.81086,50,186.77947237448998
8.93812,-3.72309,60,256.62686190517627
8.95006,-3.82193,40,434.8337580403579
8.93534,-3.72713,60,478.1799559312031
8.62198,-1.7595,30,931.230376490128
8.62139,-1.75587,30,842.9623792954933
8.94886,-3.82909,60,267.1438876240338
8.94831,-3.82558,50,116.84795247234575
8.93292,-3.7273,60,321.1596009047273
8.93237,-3.72379,20,264.94728862114556
8.92798,-3.69578,50,889.1720895600126
8.62123,-1.75917,40,312.6638533911681
8.62064,-1.75553,60,981.3942613001791
8.18239,0.9471,20,200.92475564116336
8.16741,1.03818,20,824.7157731032408
8.92466,-3.6963,40,668.8107657512085
8.94608,-3.83313,50,843.5320019359556
8.94553,-3.82962,60,176.6549395563614
8.92905,-3.72432,60,279.55885510677876
8.92627,-3.72835,10,463.32043683141603
8.92956,-3.74937,50,895.3030704389117
8.61564,-1.76753,50,436.4429922531579
8.92624,-3.74989,20,947.1213408283533
4.5581,5.91979,10,814.5141026305496
4.1366,7.51763,20,104.40184322199939
4.13251,7.52077,50,975.4498734796879
4.13431,7.51069,10,674.7094616470839
4.13341,7.51573,10,538.0391317133186
4.13972,7.51683,30,154.34255821574482
4.50573,5.73959,10,704.1549592163304
4.14486,7.97616,60,780.8072467264344
4.1458,7.97073,60,278.56490902267706
5.55235,-0.22668,50,748.5885027680185
5.54937,-0.22483,60,675.0751409065334
4.1438,7.97651,40,549.4632308698252
4.14477,7.97109,50,700.0541844490126
4.55744,5.92363,20,883.306779166797
4.13747,7.51258,30,413.6802533899266
4.30605,7.65731,10,238.7094801648746
4.30516,7.66244,50,691.3143126753865
4.30079,7.66305,60,543.4627099641546
4.58812,-3.138,30,949.7320942899946
4.58868,-3.14152,30,250.19269143096432
4.5959,-2.89403,30,873.3732596587303
4.59533,-2.89048,50,537.5938618161385
4.59926,-2.8935,10,481.0647315791401
4.59869,-2.88995,50,295.0557924127961
3.46554,5.56007,40,813.9902103043429
3.4649,5.56386,50,167.77940027619198
3.57475,7.39495,60,811.8134449020208
3.93698,5.86865,10,130.35235399481357
3.93631,5.87257,60,264.88991705000274
4.01486,7.49538,60,551.4061929054772
4.01573,7.49032,50,406.2338300178184
4.0167,7.49645,60,652.0764639618535
4.0176,7.49141,40,802.6771712079492
4.13574,7.52268,30,659.7777489159997
4.46147,7.46878,50,435.287898012222
4.42356,7.15737,40,116.27023191599558
4.55857,8.00527,60,510.28818857176395
4.55117,8.0095,10,435.4236753783838
4.42439,7.1527,50,752.92666703313
4.30806,7.65904,30,583.5977417149002
4.30714,7.66416,10,567.1605564431377
4.30171,7.65792,10,178.5997555184915
4.4588,7.46747,40,879.6577484174024
4.4552,7.46775,10,929.4630007927167
-21.01623,164.68309,20,683.4934580923306
-19.52781,169.44662,60,582.7579547303601
-19.53135,169.44722,30,562.3349837746138
-4.67462,152.34927,60,223.60549388384842
35.93008,140.67584,60,449.05910963651064
36.8166,140.09496,60,908.1160275126746
68.41352,83.61867,30,825.5448989261674
67.2789,83.0383,60,334.202896302593
67.33765,83.12263,20,596.7526987224388
67.56015,83.20606,10,753.0559195431972
67.28214,83.03716,40,974.2000637651075
68.57223,80.32497,10,540.7257329954815
67.81996,80.09988,30,946.1785672353382
68.41707,83.62093,20,851.2211571694713
64.66125,21.28468,60,704.4075990677867
64.66412,21.27837,10,547.5901650305566
64.6627,21.27654,60,963.0186605518253
63.31783,9.14391,30,730.5819336349301
64.26814,7.197,10,774.4429718116186
64.2717,7.20246,20,622.1008646002771
60.8561,1.46895,20,485.92566183936214
60.17949,-3.86498,50,299.79150986029606
53.56769,-0.59744,20,943.278149270304
53.63222,-0.24239,30,565.930315763204
51.56804,-3.76874,20,105.7097884000297
53.27275,-2.83863,50,388.9873566970813
53.63371,-0.24745,50,347.5718954088948
51.56569,-3.77901,30,281.6434724264587
51.56177,-3.76453,50,772.4596758874183
51.55745,-3.76758,30,792.8740897682111
43.43304,-4.96545,50,405.65848081144776
43.4353,-4.96326,10,654.4280569274791
43.43084,-4.96905,40,958.282243377499
28.61705,-17.86952,30,942.5994706913386
13.63626,-16.08945,20,725.7244881102687
13.6303,-16.09083,10,394.15445317024495
13.6346,-16.08866,30,257.8820333909839
13.62864,-16.09005,60,840.1643698730277
12.04276,-13.94065,20,909.5289091121766
-8.32737,-37.3331,60,513.9595767590749
-12.39534,-38.34456,10,594.9567882952186
-12.39935,-38.34531,30,940.7622419206758
-11.42335,-45.0917,50,498.16280284911693
-11.42231,-45.09682,40,960.9910558349735
-12.70923,-38.57346,60,743.3116735669595
-12.71327,-38.57423,60,999.0667401856375
-12.7139,-38.57061,50,480.0606312437795
-13.26494,-45.55882,10,133.35231094663231
-13.26907,-45.57039,60,675.274434914929
-17.75018,-42.89413,50,236.7976427678908
-20.23289,-40.24599,10,636.977488722127
-22.7275,-47.13671,40,983.7519507275075
-24.63465,-42.4143,60,929.7337831769212
-24.63881,-42.4153,50,304.3598425731815
-24.64881,-42.51829,30,827.3437564209765
-24.77682,-42.7238,60,256.6347333852516
-23.98237,-48.92242,50,271.4101785265329
-23.98361,-48.91737,10,744.095597876573
-30.15559,-51.21651,40,593.8791010238663
-42.04999,146.80264,20,849.7205413323614
-34.45996,150.88327,50,538.1602763590874
-32.67217,152.10858,10,885.6015054690802
-33.09177,148.91611,40,617.6234003131314
-33.08812,148.91518,60,567.1364003625016
-33.12365,148.08481,60,806.6776575752116
-33.12011,148.08391,50,957.6474290477552
-33.11573,148.08772,20,654.1248316015536
-33.11658,148.08302,60,923.8862114354571
-33.11743,148.07832,50,149.38230033264404
-32.59053,148.83344,20,320.31641344672954
-32.59149,148.8284,50,554.8431349166713
-32.5934,148.81834,10,957.1690137389319
-32.59245,148.82336,10,862.4776112042089
-32.59437,148.8261,30,706.8772184335783
-32.59529,148.82106,40,501.2461470705424
-32.58883,148.8353,30,744.0108624045564
-32.58977,148.83025,60,719.0321367378798
-32.5907,148.8252,20,789.5410538675116
-32.59163,148.82014,30,891.7867547922219
-32.58517,148.83435,60,266.5439105846554
-32.5861,148.82932,30,944.663468796407
-32.58703,148.82428,40,448.4758387745547
-32.57144,148.82559,50,792.1594901562835
-32.57238,148.82056,40,564.7648413100139
-32.56871,148.81961,30,464.69746360967747
-32.51334,148.97131,20,723.9442885844045
-32.37526,148.50169,30,724.0751236144828
-32.27459,148.6613,60,794.4093988491559
-31.81987,147.69931,60,788.7828847230651
-31.82565,147.69751,60,948.5815934279212
-31.824,147.70685,20,775.8834421202922
-31.82483,147.70218,10,684.0728184428712
-31.81963,147.71065,30,130.37865416759905
-31.82046,147.70598,20,840.5225714436211
-31.82211,147.69664,20,275.9523351634619
-31.82129,147.70131,40,247.86672469765136
-31.81692,147.70511,60,449.95723711594405
-31.81775,147.70045,50,636.6442477715999
-31.82611,147.70569,30,674.10594156016
-32.27367,148.66629,30,696.562598740481
-32.27187,148.65533,30,138.23106251632447
-31.82965,147.70656,30,277.1284460764627
-31.82526,147.71037,20,996.755412822109
-31.82695,147.70103,60,784.535481033309
-31.82173,147.70947,40,278.9476336025913
-31.82257,147.70483,30,300.6142372830452
-31.82341,147.70018,20,376.99032831736514
-31.81903,147.70398,10,140.6635962991882
-30.49231,152.2048,50,551.3559728189089
-30.49207,152.20905,10,542.7804286861339
-31.47512,146.03375,10,256.9090392407678
-28.63202,150.3773,50,469.2188951254523
-28.34521,150.24487,10,860.9870201410208
-28.26405,149.37251,60,274.427860653885
-28.25919,149.37556,60,949.630570522294
-28.26,149.37152,10,762.9434469120207
-28.09751,148.53108,10,892.8082595674068
-27.96104,148.54713,30,182.35581357322593
-27.95715,148.5462,20,230.82648889434756
-27.96112,148.55055,10,692.1456469282491
-27.96216,148.545,30,745.6559802834312
-27.95722,148.54962,50,357.98926038661864
-27.95827,148.54407,10,373.7258662922426
-32.99976,137.58939,20,112.03326838083305
-33.00508,137.58005,50,548.9945298404137
-25.19411,150.8517,30,202.08351543041266
-27.74165,145.54018,40,775.5133192894368
-27.74358,145.54103,30,492.101617948958
-25.87876,150.89931,30,844.4936694071018
-25.68696,151.12244,10,495.4872594304786
-25.61834,150.49306,40,570.0390055946693
-25.60925,150.49081,30,616.5574951084252
-25.61921,150.49167,60,564.1467991422611
-25.61012,150.48936,10,484.9456680918789
-26.06088,148.15508,30,695.0395040326504
-26.05409,148.14749,20,624.975961811427
-26.04909,148.15221,30,228.42356771168485
-26.05016,148.14653,40,646.3949372237238
-26.04623,148.14558,50,284.7549654276718
-25.45705,150.75896,10,441.9237560430847
-25.3632,150.64262,10,980.1062932851314
-25.36591,150.64053,50,744.2473398740144
-25.19447,150.84868,60,737.455939246372
-25.18867,150.85283,60,612.025365110886
-25.1898,150.84741,30,918.2553551403072
-25.18513,150.84618,10,824.4736809898241
-25.2557,149.5923,30,747.9913535073252
-25.25671,149.58974,50,352.38371553901663
-25.25327,149.49295,10,853.493082983524
-25.24894,149.49199,30,890.7958137761766
-25.24462,149.49097,60,211.0859422561883
-25.24736,149.47725,20,910.3860962024739
-25.53099,148.01601,20,779.4447021690429
-25.2394,149.49449,40,543.3711509726536
-25.24031,149.4899,20,543.6050619493451
-25.23692,149.48428,40,818.2694471773774
-25.51995,148.03088,60,353.2102330906098
-25.521,148.02531,10,550.5051989596101
-25.22896,149.50143,20,874.2722201250112
-25.2326,149.48328,50,302.1509094068334
-25.51706,148.02437,10,761.7825569628133
-25.51812,148.0188,50,977.0286788301437
-25.51313,148.02342,40,378.9725174573973
-25.21846,149.50856,20,939.3907905912633
-25.23851,149.40877,30,842.3450002501974
-25.50236,148.01508,10,249.4308427365261
-25.50554,147.99837,30,774.9069555179723
-25.2174,149.4465,40,602.1390559718652
-25.21832,149.44196,40,469.0722402823913
-25.20605,149.45799,30,250.5553981364681
-25.14006,149.69226,50,343.0313357669877
-25.14104,149.68755,10,357.7349126112472
-25.142,149.68285,40,626.9709304066271
-25.13169,149.62166,40,634.3652634515288
-25.13267,149.61694,10,423.59771900067665
-25.13364,149.61224,30,279.8996211410138
-25.11481,149.68114,50,445.7845552174582
-25.12927,149.61124,60,558.3080147140795
-25.13281,149.61824,40,673.2048620054322
-25.11539,149.68262,20,374.30166502236403
-25.12939,149.61249,20,478.4330920333611
-25.13031,149.60789,10,392.8922199439705
-25.39662,148.04071,60,878.9250485142448
-25.39266,148.03979,20,668.3386353026659
-25.38945,148.05669,50,678.5974727837369
-25.38657,148.05009,30,808.911655944095
-25.38764,148.04448,20,986.436929310032
-25.38262,148.04916,50,889.8005165376368
-25.37184,148.04071,40,917.6204471584239
-25.14328,149.09483,50,696.0546854824438
-25.1441,149.09074,30,350.6431426081396
-25.1474,149.07433,30,491.4910703021145
-25.13906,149.09381,40,429.24590509994306
-25.13987,149.08978,20,513.8050998961232
-25.14235,149.07751,20,377.2575953864011
-25.14318,149.07335,10,525.5735427351756
-25.14049,149.07286,40,616.1912740129385
-25.23993,148.49017,60,232.51489749563174
-25.21967,148.20132,60,985.2423967969643
-25.22042,148.19743,60,852.475592694834
-24.56125,149.15788,20,793.5742129590056
-24.56214,149.15338,60,160.10597075808818
-23.96236,149.58731,60,963.2035919924665
-23.78793,150.06831,50,170.30386243473717
-23.23722,149.42978,40,551.3713256020937
-23.23821,149.42494,60,718.240739922557
-22.99087,150.43036,40,817.3186284397036
-23.24002,147.69917,10,374.2569714602524
-23.23672,147.69447,30,833.7866949891185
-22.77022,149.89156,10,639.0437604964822
-22.72934,147.63519,60,313.16642222519573
-21.44875,148.41928,50,328.3204458051017
-21.44864,148.42014,50,131.742942406077
-23.10414,147.44463,10,951.9806836734124
-22.76565,149.89014,50,208.0594173492823
-20.77583,145.8396,10,654.9552721736248
-20.7767,145.83473,60,755.8956102609336
-20.77468,145.8242,10,271.6692454992045
-20.77266,145.81369,20,891.8950919342185
-20.69023,145.60484,50,346.74384608713274
-20.68563,145.60886,20,626.8888083758688
-18.09947,144.44481,30,466.4330611956776
-20.77697,145.85506,30,695.1687790002684
-20.77785,145.85016,30,636.5289534129616
35.02996,136.8736,30,935.331519820308
35.35543,139.87173,60,121.87801917736903
33.26097,131.65057,60,701.0307981050096
34.05624,131.78931,10,404.65960703573523
34.56545,126.39082,10,902.594551042091
35.26158,126.33012,30,613.8911865078608
35.26086,126.32577,10,309.25021529716554
37.01178,128.33386,50,953.8351546841606
36.98673,126.72845,20,547.4009699280098
37.48549,129.05608,30,136.1101361608857
35.84069,117.22718,30,479.63998711054296
36.76765,120.78601,40,684.4742746175725
35.92647,140.6748,10,955.7240617146991
35.93854,140.67923,40,823.7347964359918
39.46819,120.45208,10,867.9095292982906
36.76915,120.78214,60,477.04683785353956
36.16375,117.36266,20,149.6988943254773
37.0504,119.92818,50,235.27624794238545
37.60274,121.02352,60,663.7895078864003
37.90229,117.63259,20,643.6101637763635
37.96038,117.81307,60,221.32237193762595
39.64078,122.65357,60,953.9363026697939
39.46557,120.45148,30,100.4363307815747
40.03777,121.95985,60,862.1972964419799
40.04138,121.95867,20,285.55925534484527
39.79891,120.61338,30,568.7219064905817
39.28931,118.25851,50,905.8284207390221
39.30029,118.01041,30,733.8273340647928
39.43318,118.46245,10,914.6320743141516
39.84286,118.64973,30,166.06207901051755
39.80076,118.14633,60,142.99548220164212
39.80228,118.09193,20,171.99488798061617
40.36375,115.39175,60,623.9580497376706
40.3619,115.38451,30,390.1758366833551
40.39161,115.43803,60,178.0400194040527
40.33806,115.22848,50,388.6135295707716
39.76036,117.19549,50,348.0154160505889
41.87835,119.18858,20,909.2973536031897
42.57496,122.58647,40,556.6331303167509
41.18818,121.64558,30,638.0604269336008
41.34947,122.76828,10,961.6326680351572
41.34941,122.77097,50,273.57632444409035
41.02369,121.66236,50,592.5417479401248
41.18712,122.84133,60,241.2690023071354
41.00994,122.55901,50,365.5661356578717
40.84526,121.08627,10,927.1770021180623
41.01124,122.00587,50,935.7082699932744
41.16351,122.9959,40,985.0732934918537
41.02494,121.66329,10,861.707923236139
42.34866,120.2716,50,988.8073878883679
41.07291,123.28117,50,601.4084221550363
41.8457,123.75716,30,720.2609905105605
66.9532,75.53912,40,121.81781238344246
69.37016,88.12273,60,133.1593057269901
69.37325,88.1143,60,293.70775464813335
66.66055,80.45737,60,570.9032585348937
66.66706,80.45238,20,985.1291430856469
64.6892,76.724,50,969.3664949207459
64.68781,76.72457,20,192.55329283252263
68.41448,83.61846,20,164.42513439772796
64.87112,75.49374,40,429.5959182008462
64.91653,75.55215,30,111.70119306032295
68.57015,80.31545,10,988.4299698267752
66.99252,76.40624,10,154.73209373945684
66.99596,76.39398,60,728.8997530082501
67.01494,76.19184,20,328.86945104160395
66.95724,75.53725,10,552.6443850230297
66.95366,75.53094,40,451.0592750491926
66.95676,75.54532,50,379.52037739393427
70.4504,59.08384,60,680.4886757401929
70.44663,59.08014,50,194.2403105879764
64.35984,-21.78726,40,349.3780859966678
10.07674,-64.86476,30,280.35471271831693
9.97842,-63.18367,50,244.56572620901966
10.06181,-64.89507,50,774.5269159621216
10.06739,-64.88979,40,829.0976437223267
10.06798,-64.89446,40,818.2039634053915
10.21319,-64.61529,30,798.2643620940836
9.58761,-67.74015,10,905.9398785868726
9.68125,-63.47599,10,164.51304743267846
9.77159,-63.26864,20,906.7520608914798
10.05095,-64.85777,30,856.2380647904955
10.0545,-64.88642,50,786.9543801942473
10.05563,-64.89555,30,849.9116968805922
10.0562,-64.90017,40,776.2437049494276
10.05506,-64.891,40,433.2197849954286
10.05946,-64.87616,10,197.3332125928087
10.06006,-64.88103,10,588.8997665468416
10.06239,-64.89974,20,438.6635190065974
10.06297,-64.90441,60,772.6681698155872
10.0571,-64.85717,10,240.92906207764892
10.05768,-64.86183,20,811.9176286049499
10.05827,-64.86655,50,786.7752817348802
10.05884,-64.87115,10,758.9148500262006
10.06066,-64.88579,50,679.3618068926555
10.06123,-64.89045,30,289.2445248018042
9.67569,-63.47688,60,496.37952496995496
9.65449,-63.53289,60,695.9940263671182
9.65319,-63.56736,60,941.8100400885493
9.65367,-63.57111,10,208.67651376605642
9.65271,-63.56359,50,655.6080928063286
9.65527,-63.62878,40,495.6365916060638
9.65479,-63.62495,50,564.231258225102
9.65576,-63.63265,40,287.90513436681596
9.6543,-63.62114,10,471.87668687815983
9.64966,-63.6297,50,706.4971134876185
9.65015,-63.63356,60,434.08653487755726
9.64917,-63.62586,40,610.1794703657395
9.62419,-63.72466,40,698.7448256923605
9.62469,-63.72851,30,194.89441460729236
9.61854,-63.7255,20,651.2440231783679
9.61904,-63.72933,10,534.7953027225728
9.68488,-66.4016,40,805.5624600881721
9.68207,-66.40111,60,711.6709376695577
9.3892,-64.55106,50,418.31685186111207
9.38863,-64.54664,20,674.8768535993955
9.37396,-64.52658,10,360.0786256104047
9.23321,-64.30332,10,389.9991202638167
9.26771,-64.71844,60,430.01673043569537
9.58944,-67.74532,60,495.6235920139392
9.58837,-67.7465,10,453.0299510182037
9.68174,-63.4797,20,867.4583171741807
7.39739,-68.14767,30,282.8876234373018
-7.30719,-55.31054,40,177.08782872795837
-11.99366,-63.99553,50,395.46632866359994
-12.04319,-63.96969,30,678.7095716151523
-12.02959,-64.11805,10,546.8920933557547
-12.10046,-63.71699,40,451.00277984367807
-12.1011,-63.71339,60,769.6493900890216
-12.30657,-52.68513,10,319.006906771742
-12.03373,-64.11882,20,315.98294693734715
-17.61962,-57.18624,20,926.368755527375
-14.2915,-67.62092,20,749.2694920278549
-17.53132,-57.66987,60,693.1882308568967
-18.25473,-52.17046,20,307.8861325057684
-17.61136,-57.16799,20,400.3303153091478
-18.08887,-62.66351,50,276.4335021228387
-18.08816,-62.66759,20,679.2810900593396
-18.08957,-62.65942,40,292.8965038569453
-19.11374,-57.7678,40,825.7869299243488
-20.14085,-56.65091,20,739.6637131578232
-19.6695,-63.18697,40,373.74072587825657
-21.28987,-58.6946,30,896.4881986542508
-21.29046,-58.69058,40,583.8762454335769
-18.09167,-62.66825,60,916.7235840120796
-18.09309,-62.66008,30,596.3461315654822
-18.09238,-62.66417,20,674.3106335768925
-18.207,-62.81638,40,871.6298581463146
-22.77602,-61.56789,30,801.6112443870744
-22.25511,-57.73412,40,921.1765414651788
-22.25874,-57.73471,20,198.03165504104612
-21.59509,-62.25239,20,766.8527154145382
-21.59573,-62.24857,30,860.5697974077142
-21.30832,-63.93762,50,439.58312511586104
-21.59847,-62.25304,50,673.0955003383041
-21.49508,-63.5094,10,602.7751446614998
-21.49579,-63.50526,60,570.0069016879056
-21.49858,-63.51008,40,105.08887311242891
-22.70773,-55.81134,60,159.4758187444205
-21.69704,-63.5761,30,278.1305826155094
-21.7569,-63.26947,50,155.81384134422024
-21.74849,-63.38178,20,297.7842005799506
-21.84532,-63.13519,60,572.0658133971707
-21.846,-63.13116,40,572.9443515813746
-21.84876,-63.13586,10,909.3554081383946
